时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-日前,系统负荷-实时,风电出力-日前,风电出力-实时,光伏出力-日前,光伏出力-实时,水电出力-日前,水电出力-实时,联络线计划-日前,联络线计划-实时,非市场化机组出力-日前,非市场化机组出力-实时,平均出清价格-日前（元/MWh）,平均出清价格-实时（元/MWh）
2024-04-22_02:00-03:00,2024-04-22,02:00-03:00,2024,4,22,1,0,2,2,0,1,23059,,524.855,,0.0,,13349.083,,-5307.0,-5322.0,19167.893,,464.506744,
2024-04-22_03:00-04:00,2024-04-22,03:00-04:00,2024,4,22,1,0,2,3,0,1,22953,,516.736,,0.02,,13234.467,,-5308.0,-5323.0,18829.177,,464.781158,
2024-04-22_04:00-05:00,2024-04-22,04:00-05:00,2024,4,22,1,0,2,4,0,1,23313,,523.646,,0.38,,13546.79,,-5297.0,-5312.0,19156.81,,466.016022,
2024-04-22_05:00-06:00,2024-04-22,05:00-06:00,2024,4,22,1,0,2,5,0,1,24857,,529.267,,146.071,,13910.984,,-5271.0,-5286.0,19847.609,,483.772705,
2024-04-22_06:00-07:00,2024-04-22,06:00-07:00,2024,4,22,1,0,2,6,0,1,27110,,525.586,,2259.561,,15681.65,,-7007.0,-7007.0,22819.091,,477.251953,
2024-04-22_07:00-08:00,2024-04-22,07:00-08:00,2024,4,22,1,0,2,7,0,0,28208,,483.13,,6403.473,,14569.0,,-6701.0,-6851.0,22819.73,,436.011078,
2024-04-22_08:00-09:00,2024-04-22,08:00-09:00,2024,4,22,1,0,2,8,1,0,29223,,393.714,,10947.309,,13903.904,,-6337.0,-6324.0,23448.693,,405.023224,
2024-04-22_09:00-10:00,2024-04-22,09:00-10:00,2024,4,22,1,0,2,9,1,0,29654,,321.899,,14431.794,,10115.851,,-4462.0,-4411.0,20360.208,,38.760303,
2024-04-22_10:00-11:00,2024-04-22,10:00-11:00,2024,4,22,1,0,2,10,1,0,29785,,279.735,,16169.838,,8904.082,,-4511.0,-4511.0,19578.352,,160.541504,
2024-04-22_11:00-12:00,2024-04-22,11:00-12:00,2024,4,22,1,0,2,11,1,0,27905,,259.367,,16553.628,,8691.498,,-4549.0,-4549.0,18488.519,,30.093277,
2024-04-22_12:00-13:00,2024-04-22,12:00-13:00,2024,4,22,1,0,2,12,1,0,27608,,247.089,,15894.548,,8704.998,,-4557.0,-4557.0,18121.495,,30.103827,
2024-04-22_13:00-14:00,2024-04-22,13:00-14:00,2024,4,22,1,0,2,13,1,0,27939,,251.953,,13385.476,,8956.777,,-4555.0,-4555.0,18706.962,,390.308044,
2024-04-22_14:00-15:00,2024-04-22,14:00-15:00,2024,4,22,1,0,2,14,1,0,28559,,268.377,,9756.007,,9224.794,,-4550.0,-4550.0,18221.412,,440.691559,
2024-04-22_15:00-16:00,2024-04-22,15:00-16:00,2024,4,22,1,0,2,15,1,0,29605,,329.286,,6278.722,,11399.898,,-4569.0,-4569.0,19745.574,,457.753113,
2024-04-22_16:00-17:00,2024-04-22,16:00-17:00,2024,4,22,1,0,2,16,0,0,30177,,439.509,,3038.591,,15226.476,,-6378.0,-6378.0,23331.097,,463.008545,
2024-04-22_17:00-18:00,2024-04-22,17:00-18:00,2024,4,22,1,0,2,17,0,0,29659,,605.395,,804.121,,17505.999,,-7235.0,-7235.0,24976.174,,462.847473,
2024-04-22_18:00-19:00,2024-04-22,18:00-19:00,2024,4,22,1,0,2,18,0,0,30130,,810.62,,13.09,,17596.0,,-6741.0,-6578.0,25154.16,,466.986938,
2024-04-22_19:00-20:00,2024-04-22,19:00-20:00,2024,4,22,1,0,2,19,0,0,29469,,1010.965,,0.01,,17361.365,,-6624.0,-6611.0,24962.995,,451.829651,
2024-04-22_20:00-21:00,2024-04-22,20:00-21:00,2024,4,22,1,0,2,20,0,0,28377,,1114.221,,0.0,,17273.006,,-6943.0,-6780.0,24470.776,,447.140503,
2024-04-22_21:00-22:00,2024-04-22,21:00-22:00,2024,4,22,1,0,2,21,0,0,27163,,1147.725,,0.0,,16397.853,,-6828.0,-6052.0,22927.483,,440.683716,
2024-04-22_22:00-23:00,2024-04-22,22:00-23:00,2024,4,22,1,0,2,22,0,1,27124,,1171.956,,0.0,,14695.984,,-5648.0,-5065.0,21178.654,,467.493774,
2024-04-22_23:00-24:00,2024-04-22,23:00-24:00,2024,4,22,1,0,2,23,0,1,26287,,1153.066,,0.0,,14279.617,,-5682.0,-6517.0,20537.637,,458.666016,
2024-04-23_00:00-01:00,2024-04-23,00:00-01:00,2024,4,23,2,0,2,0,0,1,25096,,957.315,,0.0,,13617.497,,-5803.0,-6236.0,19920.257,,440.776794,
2024-04-23_01:00-02:00,2024-04-23,01:00-02:00,2024,4,23,2,0,2,1,0,1,24206,,1056.89,,0.0,,13532.497,,-5806.0,-4776.0,19756.747,,428.212036,
2024-04-23_02:00-03:00,2024-04-23,02:00-03:00,2024,4,23,2,0,2,2,0,1,23633,,1120.391,,0.0,,13447.497,,-5806.0,-5058.0,19624.357,,427.337128,
2024-04-23_03:00-04:00,2024-04-23,03:00-04:00,2024,4,23,2,0,2,3,0,1,23525,,1165.733,,0.0,,13369.974,,-5806.0,-4657.0,19247.924,,428.138,
2024-04-23_04:00-05:00,2024-04-23,04:00-05:00,2024,4,23,2,0,2,4,0,1,23716,,1258.646,,0.08,,13413.288,,-5806.0,-4657.0,19355.108,,428.130005,
2024-04-23_05:00-06:00,2024-04-23,05:00-06:00,2024,4,23,2,0,2,5,0,1,25218,,1333.919,,128.061,,13643.915,,-5776.0,-5626.0,19817.442,,446.838623,
2024-04-23_06:00-07:00,2024-04-23,06:00-07:00,2024,4,23,2,0,2,6,0,1,27273,,1383.182,,1929.385,,15457.494,,-7007.0,-6688.0,22387.206,,434.058136,
2024-04-23_07:00-08:00,2024-04-23,07:00-08:00,2024,4,23,2,0,2,7,0,0,27830,,1424.567,,5597.691,,14681.994,,-6701.0,-6382.0,22750.621,,414.282379,
2024-04-23_08:00-09:00,2024-04-23,08:00-09:00,2024,4,23,2,0,2,8,1,0,29035,,1491.565,,9865.421,,13958.994,,-6368.0,-6170.0,23473.223,,34.168251,
2024-04-23_09:00-10:00,2024-04-23,09:00-10:00,2024,4,23,2,0,2,9,1,0,29504,,1771.615,,13548.391,,10189.092,,-4645.0,-4992.0,20755.906,,23.613434,
2024-04-23_10:00-11:00,2024-04-23,10:00-11:00,2024,4,23,2,0,2,10,1,0,29400,,2076.567,,15999.363,,8712.498,,-4630.0,-5621.0,19843.13,,20.041258,
2024-04-23_11:00-12:00,2024-04-23,11:00-12:00,2024,4,23,2,0,2,11,1,0,27761,,2252.94,,17027.054,,8510.226,,-4591.0,-5818.0,19509.358,,11.561584,
2024-04-23_12:00-13:00,2024-04-23,12:00-13:00,2024,4,23,2,0,2,12,1,0,27701,,2315.219,,16922.949,,8449.856,,-4597.0,-5817.0,18706.822,,11.472431,
2024-04-23_13:00-14:00,2024-04-23,13:00-14:00,2024,4,23,2,0,2,13,1,0,27988,,2261.646,,15812.378,,8509.831,,-4600.0,-5620.0,18903.991,,12.209687,
2024-04-23_14:00-15:00,2024-04-23,14:00-15:00,2024,4,23,2,0,2,14,1,0,28448,,2113.736,,13451.885,,8697.498,,-4599.0,-5286.0,19108.971,,25.162609,
2024-04-23_15:00-16:00,2024-04-23,15:00-16:00,2024,4,23,2,0,2,15,1,0,29544,,1879.518,,9860.443,,10811.338,,-4637.0,-5103.0,20445.51,,280.812561,
2024-04-23_16:00-17:00,2024-04-23,16:00-17:00,2024,4,23,2,0,2,16,0,0,30095,,1740.444,,5460.449,,14519.31,,-6420.0,-7065.0,23691.349,,422.477264,
2024-04-23_17:00-18:00,2024-04-23,17:00-18:00,2024,4,23,2,0,2,17,0,0,29657,,1741.634,,1621.895,,17525.999,,-7272.0,-7341.0,25733.51,,430.568726,
2024-04-23_18:00-19:00,2024-04-23,18:00-19:00,2024,4,23,2,0,2,18,0,0,30062,,1835.972,,17.85,,17807.494,,-6742.0,-7007.0,25940.694,,442.80957,
2024-04-23_19:00-20:00,2024-04-23,19:00-20:00,2024,4,23,2,0,2,19,0,0,29619,,1907.817,,0.0,,17703.527,,-6624.0,-7115.0,25916.077,,432.000824,
2024-04-23_20:00-21:00,2024-04-23,20:00-21:00,2024,4,23,2,0,2,20,0,0,28574,,1896.993,,0.0,,17588.445,,-6943.0,-7437.0,25490.435,,429.48053,
2024-04-23_21:00-22:00,2024-04-23,21:00-22:00,2024,4,23,2,0,2,21,0,0,27293,,1788.937,,0.0,,16649.996,,-7326.0,-7819.0,24497.386,,431.540985,
2024-04-23_22:00-23:00,2024-04-23,22:00-23:00,2024,4,23,2,0,2,22,0,1,27246,,1665.924,,0.0,,14907.494,,-6146.0,-6642.0,22434.954,,467.855255,
2024-04-23_23:00-24:00,2024-04-23,23:00-24:00,2024,4,23,2,0,2,23,0,1,26357,,1607.552,,0.0,,14847.499,,-6181.0,-6677.0,22105.549,,465.908844,
2024-04-24_00:00-01:00,2024-04-24,00:00-01:00,2024,4,24,3,0,2,0,0,1,25236,,1130.596,,0.0,,15359.502,,-6741.0,-6248.0,21524.252,,461.49472,
2024-04-24_01:00-02:00,2024-04-24,01:00-02:00,2024,4,24,3,0,2,1,0,1,24325,,1187.087,,0.0,,15229.502,,-6744.0,-6050.0,21154.102,,451.395844,
2024-04-24_02:00-03:00,2024-04-24,02:00-03:00,2024,4,24,3,0,2,2,0,1,23753,,1240.108,,0.0,,15347.045,,-6744.0,-6246.0,21265.015,,429.785065,
2024-04-24_03:00-04:00,2024-04-24,03:00-04:00,2024,4,24,3,0,2,3,0,1,23500,,1300.0,,0.0,,15229.502,,-6744.0,-6259.0,21062.372,,428.918945,
2024-04-24_04:00-05:00,2024-04-24,04:00-05:00,2024,4,24,3,0,2,4,0,1,23782,,1386.07,,0.01,,15229.503,,-6744.0,-6245.0,21135.243,,432.340363,
2024-04-24_05:00-06:00,2024-04-24,05:00-06:00,2024,4,24,3,0,2,5,0,1,25326,,1482.294,,146.288,,15432.396,,-6714.0,-6206.0,21661.856,,447.13324,
2024-04-24_06:00-07:00,2024-04-24,06:00-07:00,2024,4,24,3,0,2,6,0,1,27125,,1566.395,,1987.532,,17864.493,,-8433.0,-8438.0,24516.075,,435.509613,
2024-04-24_07:00-08:00,2024-04-24,07:00-08:00,2024,4,24,3,0,2,7,0,0,28340,,1542.919,,5353.317,,17271.993,,-8127.0,-8138.0,24512.859,,419.215881,
2024-04-24_08:00-09:00,2024-04-24,08:00-09:00,2024,4,24,3,0,2,8,1,0,29323,,1425.053,,8897.522,,15903.993,,-7794.0,-7822.0,24215.36,,408.821045,
2024-04-24_09:00-10:00,2024-04-24,09:00-10:00,2024,4,24,3,0,2,9,1,0,29508,,1208.423,,11695.559,,11625.418,,-6078.0,-6058.0,20833.847,,389.06131,
2024-04-24_10:00-11:00,2024-04-24,10:00-11:00,2024,4,24,3,0,2,10,1,0,30022,,1120.65,,13313.882,,10834.497,,-6063.0,-6071.0,20485.807,,386.059814,
2024-04-24_11:00-12:00,2024-04-24,11:00-12:00,2024,4,24,3,0,2,11,1,0,27971,,1094.132,,13818.844,,10404.997,,-6025.0,-6348.0,19772.874,,20.498678,
2024-04-24_12:00-13:00,2024-04-24,12:00-13:00,2024,4,24,3,0,2,12,1,0,27677,,1112.534,,13372.5,,10434.997,,-6030.0,-6192.0,19130.592,,30.456503,
2024-04-24_13:00-14:00,2024-04-24,13:00-14:00,2024,4,24,3,0,2,13,1,0,27990,,1153.835,,11954.044,,10838.397,,-6033.0,-6076.0,19442.691,,367.55661,
2024-04-24_14:00-15:00,2024-04-24,14:00-15:00,2024,4,24,3,0,2,14,1,0,28413,,1199.764,,9590.48,,11777.497,,-6032.0,-6029.0,20065.123,,411.259827,
2024-04-24_15:00-16:00,2024-04-24,15:00-16:00,2024,4,24,3,0,2,15,1,0,29702,,1263.401,,6800.911,,13891.997,,-6070.0,-6093.0,21528.618,,422.149445,
2024-04-24_16:00-17:00,2024-04-24,16:00-17:00,2024,4,24,3,0,2,16,0,0,30223,,1373.491,,3755.073,,17602.23,,-7848.0,-7872.0,24961.113,,423.811493,
2024-04-24_17:00-18:00,2024-04-24,17:00-18:00,2024,4,24,3,0,2,17,0,0,29763,,1584.623,,1159.287,,19847.004,,-8698.0,-8705.0,26799.535,,429.535309,
2024-04-24_18:00-19:00,2024-04-24,18:00-19:00,2024,4,24,3,0,2,18,0,0,30318,,1857.777,,13.02,,19977.004,,-8174.0,-8221.0,26800.524,,426.571777,
2024-04-24_19:00-20:00,2024-04-24,19:00-20:00,2024,4,24,3,0,2,19,0,0,29658,,2071.701,,0.0,,19657.004,,-8056.0,-8111.0,26450.934,,423.187378,
2024-04-24_20:00-21:00,2024-04-24,20:00-21:00,2024,4,24,3,0,2,20,0,0,28569,,2110.53,,0.0,,19657.004,,-8375.0,-8426.0,25908.314,,415.011078,
2024-04-24_21:00-22:00,2024-04-24,21:00-22:00,2024,4,24,3,0,2,21,0,0,27073,,2072.507,,0.0,,19352.004,,-8752.0,-8804.0,25659.674,,413.829468,
2024-04-24_22:00-23:00,2024-04-24,22:00-23:00,2024,4,24,3,0,2,22,0,1,27035,,1982.632,,0.0,,16677.004,,-7571.0,-7590.0,23094.504,,436.236908,
2024-04-24_23:00-24:00,2024-04-24,23:00-24:00,2024,4,24,3,0,2,23,0,1,26486,,1827.867,,0.0,,16889.746,,-7606.0,-7618.0,22986.536,,428.670197,
2024-04-25_00:00-01:00,2024-04-25,00:00-01:00,2024,4,25,4,0,2,0,0,1,25118,,2125.814,,0.0,,17649.549,,-9077.0,-8422.0,24216.419,,441.73114,
2024-04-25_01:00-02:00,2024-04-25,01:00-02:00,2024,4,25,4,0,2,1,0,1,24223,,1952.449,,0.0,,17036.727,,-9080.0,-8097.0,23559.607,,427.864716,
2024-04-25_02:00-03:00,2024-04-25,02:00-03:00,2024,4,25,4,0,2,2,0,1,23656,,1737.547,,0.0,,17181.709,,-9080.0,-8110.0,23641.709,,428.822784,
2024-04-25_03:00-04:00,2024-04-25,03:00-04:00,2024,4,25,4,0,2,3,0,1,23400,,1523.383,,0.0,,17217.02,,-9085.0,-8142.0,23639.12,,426.630157,
2024-04-25_04:00-05:00,2024-04-25,04:00-05:00,2024,4,25,4,0,2,4,0,1,23671,,1372.201,,0.05,,17636.079,,-9085.0,-8043.0,24048.449,,418.206818,
2024-04-25_05:00-06:00,2024-04-25,05:00-06:00,2024,4,25,4,0,2,5,0,1,25173,,1222.637,,132.325,,18949.789,,-9055.0,-8184.0,25387.754,,428.377167,
2024-04-25_06:00-07:00,2024-04-25,06:00-07:00,2024,4,25,4,0,2,6,0,1,26972,,1061.399,,1638.407,,18905.558,,-9394.0,-9097.0,25931.816,,427.328705,
2024-04-25_07:00-08:00,2024-04-25,07:00-08:00,2024,4,25,4,0,2,7,0,0,28144,,872.63,,4073.857,,17578.267,,-9088.0,-8758.0,25439.206,,413.516266,
2024-04-25_08:00-09:00,2024-04-25,08:00-09:00,2024,4,25,4,0,2,8,1,0,29166,,647.873,,6448.663,,16780.416,,-9219.0,-8870.0,25261.138,,410.128845,
2024-04-25_09:00-10:00,2024-04-25,09:00-10:00,2024,4,25,4,0,2,9,1,0,29370,,492.045,,8238.848,,14332.283,,-8445.0,-8126.0,23504.033,,419.724945,
2024-04-25_10:00-11:00,2024-04-25,10:00-11:00,2024,4,25,4,0,2,10,1,0,29773,,416.479,,8964.254,,13064.146,,-7989.0,-7002.0,22324.077,,428.565521,
2024-04-25_11:00-12:00,2024-04-25,11:00-12:00,2024,4,25,4,0,2,11,1,0,27834,,366.964,,8934.591,,12548.294,,-7951.0,-6804.0,21619.623,,418.541382,
2024-04-25_12:00-13:00,2024-04-25,12:00-13:00,2024,4,25,4,0,2,12,1,0,27498,,339.959,,8492.622,,12565.398,,-7956.0,-6802.0,20806.537,,427.188507,
2024-04-25_13:00-14:00,2024-04-25,13:00-14:00,2024,4,25,4,0,2,13,1,0,27835,,335.142,,7394.897,,12877.42,,-7959.0,-6796.0,21248.635,,429.4263,
2024-04-25_14:00-15:00,2024-04-25,14:00-15:00,2024,4,25,4,0,2,14,1,0,28579,,346.046,,5978.307,,14442.202,,-7958.0,-6915.0,22834.705,,448.893707,
2024-04-25_15:00-16:00,2024-04-25,15:00-16:00,2024,4,25,4,0,2,15,1,0,29651,,379.479,,4367.706,,18691.569,,-8925.0,-7937.0,26717.18,,437.808472,
2024-04-25_16:00-17:00,2024-04-25,16:00-17:00,2024,4,25,4,0,2,16,0,0,30188,,422.462,,2550.305,,19928.77,,-9286.0,-9357.0,28092.554,,446.655914,
2024-04-25_17:00-18:00,2024-04-25,17:00-18:00,2024,4,25,4,0,2,17,0,0,29910,,481.886,,844.868,,21262.917,,-9177.0,-9212.0,28942.929,,446.140686,
2024-04-25_18:00-19:00,2024-04-25,18:00-19:00,2024,4,25,4,0,2,18,0,0,30136,,551.924,,15.221,,21647.498,,-8668.0,-8695.0,29286.968,,443.633575,
2024-04-25_19:00-20:00,2024-04-25,19:00-20:00,2024,4,25,4,0,2,19,0,0,29477,,617.645,,0.0,,21622.917,,-8550.0,-8577.0,29124.867,,433.974152,
2024-04-25_20:00-21:00,2024-04-25,20:00-21:00,2024,4,25,4,0,2,20,0,0,28393,,605.604,,0.0,,21133.498,,-8869.0,-8904.0,28051.808,,433.48584,
2024-04-25_21:00-22:00,2024-04-25,21:00-22:00,2024,4,25,4,0,2,21,0,0,26897,,563.146,,0.0,,19631.357,,-9246.0,-9281.0,26342.657,,434.614532,
2024-04-25_22:00-23:00,2024-04-25,22:00-23:00,2024,4,25,4,0,2,22,0,1,26846,,518.799,,0.0,,19993.498,,-9448.0,-9526.0,26678.568,,447.536499,
2024-04-25_23:00-24:00,2024-04-25,23:00-24:00,2024,4,25,4,0,2,23,0,1,26300,,491.923,,0.0,,19840.392,,-9476.0,-9576.0,26324.222,,441.269592,
2024-04-26_00:00-01:00,2024-04-26,00:00-01:00,2024,4,26,5,0,2,0,0,1,25254,,746.057,,0.0,,19838.485,,-9192.0,-8643.0,27146.695,,466.87326,
2024-04-26_01:00-02:00,2024-04-26,01:00-02:00,2024,4,26,5,0,2,1,0,1,24387,,707.584,,0.0,,19516.807,,-9195.0,-8646.0,26697.017,,439.167877,
2024-04-26_02:00-03:00,2024-04-26,02:00-03:00,2024,4,26,5,0,2,2,0,1,23588,,648.111,,0.0,,19334.334,,-9195.0,-8537.0,26480.084,,429.921509,
2024-04-26_03:00-04:00,2024-04-26,03:00-04:00,2024,4,26,5,0,2,3,0,1,23384,,575.749,,0.0,,19231.604,,-9192.0,-8538.0,26309.164,,418.544434,
2024-04-26_04:00-05:00,2024-04-26,04:00-05:00,2024,4,26,5,0,2,4,0,1,23688,,523.494,,0.09,,19477.859,,-9192.0,-8539.0,26605.689,,436.289856,
2024-04-26_05:00-06:00,2024-04-26,05:00-06:00,2024,4,26,5,0,2,5,0,1,25552,,466.143,,170.931,,19788.078,,-9162.0,-8559.0,27246.406,,455.83194,
2024-04-26_06:00-07:00,2024-04-26,06:00-07:00,2024,4,26,5,0,2,6,0,1,27159,,386.393,,2279.454,,19389.436,,-9481.0,-9426.0,26967.738,,427.906097,
2024-04-26_07:00-08:00,2024-04-26,07:00-08:00,2024,4,26,5,0,2,7,0,0,28275,,283.832,,6337.082,,17743.502,,-9175.0,-9170.0,26245.683,,405.162811,
2024-04-26_08:00-09:00,2024-04-26,08:00-09:00,2024,4,26,5,0,2,8,1,0,29228,,184.804,,11030.166,,16936.352,,-9306.0,-9236.0,26243.603,,30.866554,
2024-04-26_09:00-10:00,2024-04-26,09:00-10:00,2024,4,26,5,0,2,9,1,0,29328,,129.836,,14955.17,,14828.506,,-8570.0,-8926.0,25152.484,,25.861687,
2024-04-26_10:00-11:00,2024-04-26,10:00-11:00,2024,4,26,5,0,2,10,1,0,29738,,110.305,,17406.044,,12128.505,,-7122.0,-7180.0,23140.428,,24.582623,
2024-04-26_11:00-12:00,2024-04-26,11:00-12:00,2024,4,26,5,0,2,11,1,0,27995,,108.011,,18360.196,,12170.666,,-7084.0,-7344.0,23084.107,,19.016491,
2024-04-26_12:00-13:00,2024-04-26,12:00-13:00,2024,4,26,5,0,2,12,1,0,27882,,111.198,,18235.294,,12410.873,,-7089.0,-7336.0,22802.089,,19.370829,
2024-04-26_13:00-14:00,2024-04-26,13:00-14:00,2024,4,26,5,0,2,13,1,0,28319,,116.993,,17006.345,,12318.906,,-7092.0,-7233.0,22809.041,,19.446707,
2024-04-26_14:00-15:00,2024-04-26,14:00-15:00,2024,4,26,5,0,2,14,1,0,28915,,136.285,,14402.589,,12800.637,,-7091.0,-7075.0,22886.674,,36.014622,
2024-04-26_15:00-16:00,2024-04-26,15:00-16:00,2024,4,26,5,0,2,15,1,0,29930,,182.768,,10479.755,,14483.505,,-7129.0,-7064.0,24508.884,,369.056427,
2024-04-26_16:00-17:00,2024-04-26,16:00-17:00,2024,4,26,5,0,2,16,0,0,30631,,267.042,,5790.514,,17649.02,,-8476.0,-8377.0,27317.463,,412.632507,
2024-04-26_17:00-18:00,2024-04-26,17:00-18:00,2024,4,26,5,0,2,17,0,0,30017,,417.55,,1750.846,,19751.486,,-9239.0,-9216.0,28264.494,,427.956299,
2024-04-26_18:00-19:00,2024-04-26,18:00-19:00,2024,4,26,5,0,2,18,0,0,30401,,671.922,,33.943,,20775.47,,-8720.0,-8693.0,28877.83,,445.907654,
2024-04-26_19:00-20:00,2024-04-26,19:00-20:00,2024,4,26,5,0,2,19,0,0,30133,,941.134,,0.01,,20364.994,,-8602.0,-8596.0,28491.194,,428.133423,
2024-04-26_20:00-21:00,2024-04-26,20:00-21:00,2024,4,26,5,0,2,20,0,0,28982,,1064.995,,0.0,,20020.658,,-8921.0,-8906.0,27738.088,,424.124207,
2024-04-26_21:00-22:00,2024-04-26,21:00-22:00,2024,4,26,5,0,2,21,0,0,27540,,1062.355,,0.0,,19304.5,,-9298.0,-9276.0,26770.5,,423.035065,
2024-04-26_22:00-23:00,2024-04-26,22:00-23:00,2024,4,26,5,0,2,22,0,1,27445,,988.086,,0.0,,20351.661,,-9543.0,-9521.0,27674.211,,430.950256,
2024-04-26_23:00-24:00,2024-04-26,23:00-24:00,2024,4,26,5,0,2,23,0,1,26754,,893.215,,0.0,,20294.468,,-9593.0,-9570.0,27192.118,,427.9823,
2024-04-27_00:00-01:00,2024-04-27,00:00-01:00,2024,4,27,6,1,2,0,0,1,25650,,1015.349,,0.0,,18927.502,,-9192.0,-8559.0,24826.052,,339.364319,
2024-04-27_01:00-02:00,2024-04-27,01:00-02:00,2024,4,27,6,1,2,1,0,1,24641,,902.752,,0.0,,18777.502,,-9195.0,-8572.0,24646.112,,300.571838,
2024-04-27_02:00-03:00,2024-04-27,02:00-03:00,2024,4,27,6,1,2,2,0,1,24012,,842.457,,0.0,,18485.006,,-9187.0,-8570.0,24267.206,,231.125031,
2024-04-27_03:00-04:00,2024-04-27,03:00-04:00,2024,4,27,6,1,2,3,0,1,23704,,817.0,,0.0,,18485.005,,-9187.0,-8573.0,24226.425,,232.019714,
2024-04-27_04:00-05:00,2024-04-27,04:00-05:00,2024,4,27,6,1,2,4,0,1,23939,,826.656,,0.0,,18577.506,,-9187.0,-8575.0,24392.796,,276.303223,
2024-04-27_05:00-06:00,2024-04-27,05:00-06:00,2024,4,27,6,1,2,5,0,1,25362,,861.527,,205.12,,18915.73,,-9157.0,-8543.0,24793.41,,353.121155,
2024-04-27_06:00-07:00,2024-04-27,06:00-07:00,2024,4,27,6,1,2,6,0,1,26678,,902.184,,2727.603,,19177.502,,-9476.0,-9461.0,25985.647,,344.292206,
2024-04-27_07:00-08:00,2024-04-27,07:00-08:00,2024,4,27,6,1,2,7,0,0,27730,,858.152,,7360.798,,19072.502,,-9170.0,-9226.0,26876.339,,44.509056,
2024-04-27_08:00-09:00,2024-04-27,08:00-09:00,2024,4,27,6,1,2,8,1,0,28578,,710.482,,12450.13,,17580.556,,-9301.0,-9467.0,26882.31,,40.463039,
2024-04-27_09:00-10:00,2024-04-27,09:00-10:00,2024,4,27,6,1,2,9,1,0,28941,,609.226,,16311.134,,14732.373,,-8565.0,-8386.0,25346.499,,27.84729,
2024-04-27_10:00-11:00,2024-04-27,10:00-11:00,2024,4,27,6,1,2,10,1,0,29494,,550.464,,18378.102,,11695.318,,-6638.0,-7222.0,22892.061,,38.715607,
2024-04-27_11:00-12:00,2024-04-27,11:00-12:00,2024,4,27,6,1,2,11,1,0,27854,,520.729,,18948.702,,11570.001,,-6580.0,-7068.0,22445.328,,26.485474,
2024-04-27_12:00-13:00,2024-04-27,12:00-13:00,2024,4,27,6,1,2,12,1,0,27673,,522.359,,18557.132,,11614.301,,-6585.0,-6976.0,21894.704,,38.516167,
2024-04-27_13:00-14:00,2024-04-27,13:00-14:00,2024,4,27,6,1,2,13,1,0,28049,,565.664,,16938.578,,11701.701,,-6588.0,-6919.0,21790.813,,42.950974,
2024-04-27_14:00-15:00,2024-04-27,14:00-15:00,2024,4,27,6,1,2,14,1,0,28582,,635.37,,13754.087,,12441.919,,-6587.0,-7069.0,22015.231,,77.979362,
2024-04-27_15:00-16:00,2024-04-27,15:00-16:00,2024,4,27,6,1,2,15,1,0,29643,,763.135,,9575.135,,14097.001,,-6625.0,-7039.0,22876.248,,161.665176,
2024-04-27_16:00-17:00,2024-04-27,16:00-17:00,2024,4,27,6,1,2,16,0,0,30264,,934.531,,4999.448,,18330.0,,-8394.0,-8779.0,26905.1,,329.395996,
2024-04-27_17:00-18:00,2024-04-27,17:00-18:00,2024,4,27,6,1,2,17,0,0,29953,,1207.434,,1471.614,,21011.808,,-9242.0,-9216.0,28664.981,,355.553131,
2024-04-27_18:00-19:00,2024-04-27,18:00-19:00,2024,4,27,6,1,2,18,0,0,30341,,1564.231,,32.237,,21164.998,,-8718.0,-8681.0,28420.568,,368.679718,
2024-04-27_19:00-20:00,2024-04-27,19:00-20:00,2024,4,27,6,1,2,19,0,0,30031,,1897.258,,0.01,,20984.998,,-8600.0,-8565.0,28334.478,,349.229889,
2024-04-27_20:00-21:00,2024-04-27,20:00-21:00,2024,4,27,6,1,2,20,0,0,29048,,2053.211,,0.0,,20916.995,,-8919.0,-8891.0,27821.465,,325.204285,
2024-04-27_21:00-22:00,2024-04-27,21:00-22:00,2024,4,27,6,1,2,21,0,0,27495,,1977.266,,0.0,,19975.002,,-9293.0,-8781.0,26803.322,,323.624237,
2024-04-27_22:00-23:00,2024-04-27,22:00-23:00,2024,4,27,6,1,2,22,0,1,27285,,1811.936,,0.0,,20071.15,,-9538.0,-9033.0,26247.99,,368.473145,
2024-04-27_23:00-24:00,2024-04-27,23:00-24:00,2024,4,27,6,1,2,23,0,1,26616,,1664.67,,0.0,,19965.002,,-9588.0,-9079.0,25964.582,,362.002075,
2024-04-28_00:00-01:00,2024-04-28,00:00-01:00,2024,4,28,7,1,2,0,0,1,26241,,1186.42,,0.0,,19375.006,,-8365.0,-8375.0,23971.716,,368.788361,
2024-04-28_01:00-02:00,2024-04-28,01:00-02:00,2024,4,28,7,1,2,1,0,1,25222,,1084.742,,0.0,,19241.78,,-8398.0,-8408.0,23793.18,,353.108704,
2024-04-28_02:00-03:00,2024-04-28,02:00-03:00,2024,4,28,7,1,2,2,0,1,24569,,1048.57,,0.0,,18754.789,,-8372.0,-8382.0,23267.939,,352.61026,
2024-04-28_03:00-04:00,2024-04-28,03:00-04:00,2024,4,28,7,1,2,3,0,1,24241,,1069.726,,0.0,,18548.296,,-8372.0,-8382.0,23065.376,,346.987854,
